COMMENT,,Cooker2,"Cooker #2$NCooking 2$NComplete",,"Cooker2.BIT_LOGIC[0].12"
COMMENT,,Cooker2,"Cooker #2$NCooking/Dropping$NSequence Done",,"Cooker2.BIT_LOGIC[0].13"
COMMENT,,Cooker2,"Active Grain Drop Setpoint Reached",,"Cooker2.BIT_LOGIC[0].14"
COMMENT,,Cooker2,"Cooker #2$NStep Done Bit",,"Cooker2.BIT_LOGIC[0].15"
COMMENT,,Cooker2,"Cooker #2$NSteam$NSystem Enabled",,"Cooker2.BIT_LOGIC[0].16"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NPermissive to Start",,"Cooker2.BIT_LOGIC[0].17"
COMMENT,,Cooker2,"Device Alarm During  Rye Drop to $NCooker 2",,"Cooker2.BIT_LOGIC[0].18"
COMMENT,,Cooker2,"Device Alarm During  Corn Drop to $NCooker 2",,"Cooker2.BIT_LOGIC[0].19"
COMMENT,,Cooker2,"Device Alarm During  Malt Drop to $NCooker 2",,"Cooker2.BIT_LOGIC[0].20"
COMMENT,,Cooker2,"Cooker #2$NMash Water Pump$NHigh Sped",,"Cooker2.BIT_LOGIC[0].21"
COMMENT,,Cooker2,"Cooker #2$NMash Water Pump$NLow Sped",,"Cooker2.BIT_LOGIC[0].22"
COMMENT,,Cooker2,"Cooker #2 Agitator Slow Speed",,"Cooker2.BIT_LOGIC[0].23"
COMMENT,,Cooker2,"Cooker #2 Speed Toggle Enabled",,"Cooker2.BIT_LOGIC[0].24"
COMMENT,,Cooker2,"Cooker #2$NTiming Conditions Met",,"Cooker2.BIT_LOGIC[0].25"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NManual Auto Step Active",,"Cooker2.BIT_LOGIC[0].26"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NActive/Started",,"Cooker2.BIT_LOGIC[0].27"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NStop System$NStopping",,"Cooker2.BIT_LOGIC[0].28"
COMMENT,,Cooker2,"Cooker #2$NSteam$NComplete",,"Cooker2.BIT_LOGIC[0].29"
COMMENT,,Cooker2,"Cooker #2$NSteam$NAborting",,"Cooker2.BIT_LOGIC[0].30"
COMMENT,,Cooker2,"Cooker #2$NSteam$NPaused",,"Cooker2.BIT_LOGIC[0].31"
COMMENT,,Cooker2,"Cooker #2$NAlarm$NReset",,"Cooker2.BIT_LOGIC[1].0"
COMMENT,,Cooker2,"Area Name Manual Mode Enabled",,"Cooker2.BIT_LOGIC[1].1"
COMMENT,,Cooker2,"Cooker #1$NCooking$NBackset Addition$NComplete",,"Cooker2.BIT_LOGIC[1].16"
COMMENT,,Cooker2,"Cooker #2$NWater Addition$NActive",,"Cooker2.BIT_LOGIC[2].1"
COMMENT,,Cooker2,"Cooker #2$NRye Addition$NActive",,"Cooker2.BIT_LOGIC[2].2"
COMMENT,,Cooker2,"Cooker #2$NCorn Addition$NActive",,"Cooker2.BIT_LOGIC[2].3"
COMMENT,,Cooker2,"Cooker #2$NMalt Addition$NActive",,"Cooker2.BIT_LOGIC[2].4"
COMMENT,,Cooker2,"Cooker #2$NHot Water Flush$NActive",,"Cooker2.BIT_LOGIC[2].5"
COMMENT,,Cooker2,"Cooker #2$NHold For Time$NHeat Enabled$NActive",,"Cooker2.BIT_LOGIC[2].6"
COMMENT,,Cooker2,"Cooker #2$NHold For Prompt$NActive",,"Cooker2.BIT_LOGIC[2].7"
COMMENT,,Cooker2,"Cooker #2$NStep Type 8$NAdditive$NActive",,"Cooker2.BIT_LOGIC[2].8"
COMMENT,,Cooker2,"Cooker #2$NWheat Addition$NActive",,"Cooker2.BIT_LOGIC[2].9"
COMMENT,,Cooker2,"Cooker #2$NSpecialty Addition$NActive",,"Cooker2.BIT_LOGIC[2].10"
COMMENT,,Cooker2,"Cooker #2$NWater Addition$NOpen Valv Path",,"Cooker2.BIT_LOGIC[2].12"
COMMENT,,Cooker2,"Cooker #2$NWater Addition$NRun$NMash Water$NPump",,"Cooker2.BIT_LOGIC[2].13"
COMMENT,,Cooker2,"Cooker #2$NWater$NAddition$NComplete",,"Cooker2.BIT_LOGIC[2].15"
COMMENT,,Cooker2,"Cooker #2$NCooking$NBackset Addition$NComplete",,"Cooker2.BIT_LOGIC[2].16"
COMMENT,,Cooker2,"Cooker #2$NRye Addition$NConv-155$NEnable$NBit",,"Cooker2.BIT_LOGIC[2].22"
COMMENT,,Cooker2,"Cooker #2$NCorn Addition$NConv-155$NEnable$NBit",,"Cooker2.BIT_LOGIC[2].23"
COMMENT,,Cooker2,"Cooker #2$NMalt Addition$NConv-155$NEnable$NBit",,"Cooker2.BIT_LOGIC[2].24"
COMMENT,,Cooker2,"Cooker #2$NWheat Addition$NConv-155$NEnable$NBit",,"Cooker2.BIT_LOGIC[2].25"
COMMENT,,Cooker2,"Cooker #2$NSpecialty Addition$NConv-155$NEnable$NBit",,"Cooker2.BIT_LOGIC[2].26"
COMMENT,,Cooker2,"Cooker #2$NCooking$NSteps$NComplete$NReady For$NDrop$NEnabled",,"Cooker2.BIT_LOGIC[3].0"
COMMENT,,Cooker2,"Cooker #2$NStep Type 1$NWater Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].1"
COMMENT,,Cooker2,"Cooker #2$NRye Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].2"
COMMENT,,Cooker2,"Cooker #2$NCorn Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].3"
COMMENT,,Cooker2,"Cooker #2$NMalt Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].4"
COMMENT,,Cooker2,"Cooker #2$NHot Water Flush$NStep$NEnabled",,"Cooker2.BIT_LOGIC[3].5"
COMMENT,,Cooker2,"Cooker #2$NHold For Time$NEnabled",,"Cooker2.BIT_LOGIC[3].6"
COMMENT,,Cooker2,"Cooker #2$NHold For Prompt$NEnabled",,"Cooker2.BIT_LOGIC[3].7"
COMMENT,,Cooker2,"Cooker #2$NStep Type 8$NAdditive$NEnabled",,"Cooker2.BIT_LOGIC[3].8"
COMMENT,,Cooker2,"Cooker #2$NWheat Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].9"
COMMENT,,Cooker2,"Cooker #2$NSpecialty Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].10"
COMMENT,,Cooker2,"Cooker #2$NStep Type 1$NBackset Addition$NEnabled",,"Cooker2.BIT_LOGIC[3].16"
COMMENT,,Cooker2,"Scale$NScrew Slow Speed",,"Cooker2.BIT_LOGIC[3].24"
COMMENT,,Cooker2,"Cooker #2$NStep Type 0 $NCook Complete",,"Cooker2.BIT_LOGIC[4].0"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 1$NWater Addition",,"Cooker2.BIT_LOGIC[4].1"
COMMENT,,Cooker2,"Cooker 2$NCurrent Step$NType 2$NRye Scale Bin",,"Cooker2.BIT_LOGIC[4].2"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 3$NCorn Scale Bin",,"Cooker2.BIT_LOGIC[4].3"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 4$NMalt Scale Bn",,"Cooker2.BIT_LOGIC[4].4"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 5$NHot Water Flush Step",,"Cooker2.BIT_LOGIC[4].5"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 6$NHold For Time",,"Cooker2.BIT_LOGIC[4].6"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 7$NHold For Prompt",,"Cooker2.BIT_LOGIC[4].7"
COMMENT,,Cooker2,"Cooker #2$NCurrent step$NType 8$NAdditive Step",,"Cooker2.BIT_LOGIC[4].8"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 9$NWheat Step",,"Cooker2.BIT_LOGIC[4].9"
COMMENT,,Cooker2,"Cooker #2$NCurrent Step$NType 10$NSpecialty Step",,"Cooker2.BIT_LOGIC[4].10"
COMMENT,,Cooker2,"Cooker 2 Current Step Type 2 Rye Scale Bin - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].12"
COMMENT,,Cooker2,"Cooker 2 Current Step Type 9 Wheat Scale Bin - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].13"
COMMENT,,Cooker2,"Cooker 2 Calling for Rye Grain - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].14"
COMMENT,,Cooker2,"Cooker 2 Bin Needs Grain - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].15"
COMMENT,,Cooker2,"Cooker 2 Calling for Wheat Grain - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].16"
COMMENT,,Cooker2,"Cooker 2 Rye Grain Step Interlock - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].17"
COMMENT,,Cooker2,"Cooker 2 - Backset Recipe Active",,"Cooker2.BIT_LOGIC[4].18"
COMMENT,,Cooker2,"Cooker 2 Wheat Grain Step Interlock - Four Grain Mode",,"Cooker2.BIT_LOGIC[4].19"
COMMENT,,Cooker2,"Cooker #2$NDrop To $NDrop Tub $NStarted",,"Cooker2.BIT_LOGIC[5].0"
COMMENT,,Cooker2,"Cooker #2$NHold For Time$NCool Enabled$NActive",,"Cooker2.BIT_LOGIC[5].6"
COMMENT,,Cooker2,"Cooker #2$NRequest$NWater Flow Meter Reset",,"Cooker2.BIT_LOGIC[5].8"
COMMENT,,Cooker2,"Cooker #2$NWater Meter$NHas Reset",,"Cooker2.BIT_LOGIC[5].9"
COMMENT,,Cooker2,"Cooker #2$NRequest$NBackset Meter Reset",,"Cooker2.BIT_LOGIC[5].10"
COMMENT,,Cooker2,"Heat OK$NTo Time$NOffset",,"Cooker2.SP_LOGIC[3]"
COMMENT,,Cooker2,"TCV_2025B Command VS Feedback SP High",,"Cooker2.SP_LOGIC[25]"
COMMENT,,Cooker2,"TCV_2025B Command VS Feedback SP Low",,"Cooker2.SP_LOGIC[26]"
COMMENT,,Cooker2,"Abort Delay Timer",,"Cooker2.TMR_LOGIC[0]"
COMMENT,,Cooker2,"Startup Step Delay Timer",,"Cooker2.TMR_LOGIC[1]"
COMMENT,,Cooker2,"Shutdown Delay Timer",,"Cooker2.TMR_LOGIC[2]"
COMMENT,,Cooker2,"System Start Delay Off Timer",,"Cooker2.TMR_LOGIC[3]"
COMMENT,,Cooker2,"Start PB Delay Timer",,"Cooker2.TMR_LOGIC[4]"
COMMENT,,Cooker2,"Cooker #2$NSteam Open$NIncrement$NTimer",,"Cooker2.TMR_LOGIC[5]"
COMMENT,,Cooker2,"Cooker #2$NSteam Close$NDecrement$NTimer",,"Cooker2.TMR_LOGIC[6]"
COMMENT,,Cooker2,"Cooker #2$NCooling$NIncrement/Decrement$NTimer",,"Cooker2.TMR_LOGIC[7]"
COMMENT,,Cooker2,"Timer to$NCatch Any Water Trickling in",,"Cooker2.TMR_LOGIC[8]"
COMMENT,,Cooker2,"Timer to$NCatch Any Water Trickling in",,"Cooker2.TMR_LOGIC[8].DN"
COMMENT,,Cooker2,"Cooker #2$NCorn Addition$NComplete$NDelay Timer",,"Cooker2.TMR_LOGIC[9]"
COMMENT,,Cooker2,"Cooker2 Corn Drop$NrunOut timer <cond>",,"Cooker2.TMR_LOGIC[9].ACC"
COMMENT,,Cooker2,"Cooker #2$NMalt Addition$NComplete$NDelay Timer",,"Cooker2.TMR_LOGIC[10]"
COMMENT,,Cooker2,"Cooker2 Malt runOut Timer <cond>",,"Cooker2.TMR_LOGIC[10].ACC"
COMMENT,,Cooker2,"Cooker #2 Rye Additon Step Done$NRun out Timer",,"Cooker2.TMR_LOGIC[11]"
COMMENT,,Cooker2,"Cooker2 Rye runOut Timer <cond>",,"Cooker2.TMR_LOGIC[11].ACC"
COMMENT,,Cooker2,"Cooker #2$NDropping$NStep$NTimer",,"Cooker2.TMR_LOGIC[12]"
COMMENT,,Cooker2,"Cooker #2$NCooking$NElapsed Time$NTimer",,"Cooker2.TMR_LOGIC[13]"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NAbort$NDelay Timer",,"Cooker2.TMR_LOGIC[14]"
COMMENT,,Cooker2,"Cooker #2$NSteam$NSystem Start Delay Off Timer",,"Cooker2.TMR_LOGIC[15]"
COMMENT,,Cooker2,"Cooker #2$NSteam$NStep Timer",,"Cooker2.TMR_LOGIC[16]"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NElapsed Time$NTimer",,"Cooker2.TMR_LOGIC[17]"
COMMENT,,Cooker2,"Delay Before Starting Rye Bin Screw Conveyor",,"Cooker2.TMR_LOGIC[18]"
COMMENT,,Cooker2,"Delay$NBefore$NStarting$NCONV-140",,"Cooker2.TMR_LOGIC[19]"
COMMENT,,Cooker2,"Delay$NBefore$NStarting$NCONV-150",,"Cooker2.TMR_LOGIC[20]"
COMMENT,,Cooker2,"Keep$NKnife Gate$NOpen For Set Time$NAfter LS Trip",,"Cooker2.TMR_LOGIC[21]"
COMMENT,,Cooker2,"Delay$NBefore$NStarting$NCONV",,"Cooker2.TMR_LOGIC[22]"
COMMENT,,Cooker2,"Cooker #2$NWheat  Additon$NStep Done$NTimer Delay",,"Cooker2.TMR_LOGIC[23]"
COMMENT,,Cooker2,"Cooker2 Wheat drop runOut Sequence",,"Cooker2.TMR_LOGIC[23].ACC"
COMMENT,,Cooker2,"Delay$NBefor$NStarting$NCONV",,"Cooker2.TMR_LOGIC[24]"
COMMENT,,Cooker2,"Cooker #2$NSpecialty Addition$NStep Done$NTimer Delay",,"Cooker2.TMR_LOGIC[25]"
COMMENT,,Cooker2,"AS Ramp down timer for TCV-2025B",,"Cooker2.TMR_LOGIC[30]"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NSystem Off Timer",,"Cooker2.TMR_LOGIC[48]"
COMMENT,,Cooker2,"System Off Timer",,"Cooker2.TMR_LOGIC[49]"
COMMENT,,Cooker2,"Cooker #2$NCooking$NElapsed Time$NMinute$NCounter",,"Cooker2.CTR_LOGIC[0]"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NElapsed$NTimer$NMinute Counter",,"Cooker2.CTR_LOGIC[1]"
COMMENT,,Cooker2,"Current Step Ingredient Setpoint 1",,"Cooker2.CALC_LOGIC[1]"
COMMENT,,Cooker2,"Current Step$NIngredient$NSetpoint 2",,"Cooker2.CALC_LOGIC[2]"
COMMENT,,Cooker2,"Current Step$NIngredient$NSetpoint 3",,"Cooker2.CALC_LOGIC[3]"
COMMENT,,Cooker2,"Current Step$NIngredient$NSetpoint 4",,"Cooker2.CALC_LOGIC[4]"
COMMENT,,Cooker2,"Rye Addition$NStarting Weight",,"Cooker2.CALC_LOGIC[5]"
COMMENT,,Cooker2,"Rye Addition$NActual Totalizer",,"Cooker2.CALC_LOGIC[6]"
COMMENT,,Cooker2,"Corn Addition$NStarting Weight",,"Cooker2.CALC_LOGIC[7]"
COMMENT,,Cooker2,"Corn Addition$NActual Totalizer",,"Cooker2.CALC_LOGIC[8]"
COMMENT,,Cooker2,"Malt Addition$NStarting Weight",,"Cooker2.CALC_LOGIC[9]"
COMMENT,,Cooker2,"Malt Addition$NActual Totalizer",,"Cooker2.CALC_LOGIC[10]"
COMMENT,,Cooker2,"Remaining Water",,"Cooker2.CALC_LOGIC[11]"
COMMENT,,Cooker2,"Offset to Make$NSure We have$NEnough in Scale Bin",,"Cooker2.CALC_LOGIC[12]"
COMMENT,,Cooker2,"Malt$NRemaining$NWeight",,"Cooker2.CALC_LOGIC[13]"
COMMENT,,Cooker2,"Wheat Addition$NActual Totalizer",,"Cooker2.CALC_LOGIC[14]"
COMMENT,,Cooker2,"Specialty Addition$NStarting Weight",,"Cooker2.CALC_LOGIC[15]"
COMMENT,,Cooker2,"Specialty Addition$NActual Totalizer",,"Cooker2.CALC_LOGIC[16]"
COMMENT,,Cooker2,"Wheat Addition Starting Weight",,"Cooker2.CALC_LOGIC[17]"
COMMENT,,Cooker2,"Scaled Grain Mode: (Target Weight - Current Weight)",,"Cooker2.CALC_LOGIC[18]"
COMMENT,,Cooker2,"Abort PB",,"Cooker2.BIT_HMI[0].0"
COMMENT,,Cooker2,"Pause PB",,"Cooker2.BIT_HMI[0].1"
COMMENT,,Cooker2,"Resume PB",,"Cooker2.BIT_HMI[0].2"
COMMENT,,Cooker2,"Manual Auto Step Continue",,"Cooker2.BIT_HMI[0].3"
COMMENT,,Cooker2,"Confirmation PB",,"Cooker2.BIT_HMI[0].4"
COMMENT,,Cooker2,"Manual Auto Step PB",,"Cooker2.BIT_HMI[0].5"
COMMENT,,Cooker2,"Stop PB",,"Cooker2.BIT_HMI[0].6"
COMMENT,,Cooker2,"Manual Auto Step Shutdown PB",,"Cooker2.BIT_HMI[0].7"
COMMENT,,Cooker2,"Cooker2 Start PB",,"Cooker2.BIT_HMI[0].8"
COMMENT,,Cooker2,"Cooker 2$NOut of Service",,"Cooker2.BIT_HMI[0].10"
COMMENT,,Cooker2,"CIP Enabled$NHMI Pushbutton",,"Cooker2.BIT_HMI[0].11"
COMMENT,,Cooker2,"Cooker #2$NAlarm Reset$NPushbutton",,"Cooker2.BIT_HMI[1].0"
COMMENT,,Cooker2,"HMI Area Name Manual Mode Enable PB Set",,"Cooker2.BIT_HMI[1].1"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NAbort PB",,"Cooker2.BIT_HMI[2].0"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NPause PB",,"Cooker2.BIT_HMI[2].1"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NResume PB",,"Cooker2.BIT_HMI[2].2"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NManual Auto Step Continue",,"Cooker2.BIT_HMI[2].3"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NConfirmation PB",,"Cooker2.BIT_HMI[2].4"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NManual Auto Step PB",,"Cooker2.BIT_HMI[2].5"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NStop PB",,"Cooker2.BIT_HMI[2].6"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NManual Auto Step Shutdown PB",,"Cooker2.BIT_HMI[2].7"
COMMENT,,Cooker2,"Cooker #2$NSteaming$NStart PB",,"Cooker2.BIT_HMI[2].8"
COMMENT,,Cooker2,"Cooker2 Sequence master reset",,"Cooker2.BIT_HMI[9].31"
COMMENT,,Cooker2,"Cooker #2 Agitator Slow Speed Level Setpoint",,"Cooker2.SP_HMI[4]"
COMMENT,,Cooker2,"Cooker 2$N Status",,"Cooker2.STATUS_HMI[1]"
COMMENT,,Cooker2,"Cooker 2$NElapsed Time$Nin Minutes$NHMI",,"Cooker2.STATUS_HMI[2]"
COMMENT,,Cooker2,"Cooker 2$NStep Time$NHMI",,"Cooker2.STATUS_HMI[3]"
COMMENT,,Cooker2,"Cooker #2$NSteam$NStep Time$NRemaining",,"Cooker2.STATUS_HMI[4]"
COMMENT,,Cooker2,"Cooker 2$NSteam$NElapsed Timer$NIn Minutes$NHMI",,"Cooker2.STATUS_HMI[5]"
COMMENT,,Cooker2,"Cooker 2$NStart Button$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].9"
COMMENT,,Cooker2,"Pause PB$N Available",,"Cooker2.STATUS_BIT_HMI[0].10"
COMMENT,,Cooker2,"Stop PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].11"
COMMENT,,Cooker2,"Resume PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].12"
COMMENT,,Cooker2,"Next Step PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].13"
COMMENT,,Cooker2,"Abort PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].14"
COMMENT,,Cooker2,"Cooker 2$NCool Enabled",,"Cooker2.STATUS_BIT_HMI[0].15"
COMMENT,,Cooker2,"Cooker 2$NHeat Enabled",,"Cooker2.STATUS_BIT_HMI[0].16"
COMMENT,,Cooker2,"Cooker 2$NPrompt PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].17"
COMMENT,,Cooker2,"Cooker 2$NCIP Mode PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[0].18"
COMMENT,,Cooker2,"Cooker 2$NMalt Being$NDelivered",,"Cooker2.STATUS_BIT_HMI[0].21"
COMMENT,,Cooker2,"Cooker 2$NCorn Being Delivered",,"Cooker2.STATUS_BIT_HMI[0].22"
COMMENT,,Cooker2,"Cooker 2$NRye Being$NDelivered",,"Cooker2.STATUS_BIT_HMI[0].23"
COMMENT,,Cooker2,"Cooker #2$NSteam$NStart PB$NAvailable",,"Cooker2.STATUS_BIT_HMI[1].9"
COMMENT,,Cooker2,"Cooker #2$N Startup Step Number",,"Cooker2.INDEX"
COMMENT,,Cooker2,"Cooker #2  Startup Step Number",,"Cooker2.INDEX.7"
COMMENT,,Cooker2,"Cooker #2$N Shutdown Step Number",,"Cooker2.INDEX1"
COMMENT,,Cooker2,"Cooker #2$NDropping$NStep Number",,"Cooker2.INDEX2"
COMMENT,,Cooker2,"Cooker #2$NSteam$NStep Number",,"Cooker2.INDEX3"
TAG,,Cooker2_Actual,"","Cook_Actuals[37]","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AS4_Permissive01,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AS4_Permissive02,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_MAVE,"","MOVING_AVERAGE","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_MAVEout,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_MAVEsamples,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_MAVEuseWeights,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_TON,"","FBD_TIMER","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_cookTime_tonPreset,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_AVG_MAVE_rst,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST10,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST11,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST12,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST13,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST14,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST20,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST21,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST22,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST23,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST24,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST30,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST31,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST32,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST33,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST34,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST40,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST41,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST42,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST43,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST44,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST50,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST51,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST52,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST53,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_AS4_EnableRST54,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST10,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST11,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST20,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST21,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST30,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST31,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST40,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST41,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST50,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_C155_revEnableRST51,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Cooker2_CoolHold_Enabled,"","BOOL","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
